,movie_id,nudity,nudity_none,nudity_mild,nudity_moderate,nudity_severe,violence,violence_none,violence_mild,violence_moderate,violence_severe,profanity,profanity_none,profanity_mild,profanity_moderate,profanity_severe,alcohol,alcohol_none,alcohol_mild,alcohol_moderate,alcohol_severe,frightening,frightening_none,frightening_mild,frightening_moderate,frightening_severe
4835,tt0093690,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4836,tt0093044,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4837,tt0093220,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4838,tt0093857,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4839,tt0094118,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4840,tt0094746,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4841,tt0094933,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4842,tt0095652,Mild,0,1,0,0,None,1,0,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Severe,0,0,0,1
4843,tt0096098,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4844,tt0099409,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4845,tt0097179,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4846,tt0099710,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4847,tt0102011,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4848,tt0102316,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4849,tt0104006,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4850,tt0104647,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4851,tt0105217,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4852,tt0105219,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4853,tt0105466,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4854,tt0106315,Moderate,0,0,1,0,None,1,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4855,tt0106455,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4856,tt0108560,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4857,tt0107563,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4858,tt0107745,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4859,tt0109067,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4860,tt0109504,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4861,tt0110146,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4862,tt0110391,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4863,tt0110771,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4864,tt0111003,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4865,tt0112966,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4866,tt0113089,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4867,tt0113188,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4868,tt0113617,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4869,tt0114609,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4870,tt0115509,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4871,tt0116168,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4872,tt0116311,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4873,tt0116414,Moderate,0,0,1,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4874,tt0116240,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4875,tt0118829,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4876,tt0119115,Moderate,0,0,1,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0
4877,tt0119214,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4878,tt0119718,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0,None,1,0,0,0
4879,tt0120317,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4880,tt0120598,Mild,0,2,0,1,Severe,0,2,0,2,Mild,0,2,0,1,Mild,0,2,0,1,Mild,0,2,0,1
4881,tt0131436,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4882,tt0120724,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4883,tt0120757,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4884,tt0174204,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4885,tt0186045,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4886,tt0162983,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4887,tt0210567,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4888,tt0216772,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4889,tt0166110,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4890,tt0279889,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4891,tt0247444,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4892,tt0473024,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4893,tt0399862,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4894,tt0758781,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4895,tt0395585,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4896,tt1087853,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4897,tt0473074,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4898,tt0402249,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4899,tt0325123,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4900,tt0119079,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4901,tt0157262,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4902,tt0255653,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4903,tt0193364,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4904,tt0127349,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4905,tt0126250,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4906,tt0269483,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4907,tt0217629,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4908,tt0329162,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4909,tt0120618,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4910,tt0319829,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4911,tt0275947,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4912,tt0265591,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4913,tt0335013,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4914,tt0204137,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4915,tt0245046,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4916,tt0245115,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4917,tt0252963,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4918,tt0171685,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4919,tt0246592,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4920,tt0379270,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4921,tt0339419,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4922,tt0258100,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4923,tt0182000,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4924,tt0283054,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4925,tt0172627,Severe,0,0,0,1,Severe,0,0,0,1,Moderate,0,0,1,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4926,tt0222850,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4927,tt0116447,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4928,tt0119347,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4929,tt0120070,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4930,tt0116422,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4931,tt0122515,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4932,tt0115693,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4933,tt0118742,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4934,tt0119361,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4935,tt0120831,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4936,tt0119324,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4937,tt0111666,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4938,tt0115495,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4939,tt0114671,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4940,tt0120152,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4941,tt0109361,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4942,tt0162973,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4943,tt0101988,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4944,tt0099611,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4945,tt0107468,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4946,tt0099277,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4947,tt0102898,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4948,tt0101898,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4949,tt0100928,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4950,tt0105810,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4951,tt0099012,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4952,tt0107983,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4953,tt0102181,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4954,tt0106309,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4955,tt0101748,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4956,tt0100475,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4957,tt0087903,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4958,tt0087968,Moderate,0,0,1,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4959,tt0088967,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4960,tt0092546,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4961,tt0090315,Mild,0,1,0,0,Mild,0,1,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Severe,0,0,0,1
4962,tt0097390,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
4963,tt0095488,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
